label,area_um2,ecd_um,circularity,solidity,centroid_x_px,centroid_y_px,type
1,1.255,1.264,0.7791,0.8919,130.2,1.0,intra
2,1.559,1.409,0.7539,0.8723,141.6,4.1,intra
3,0.57,0.852,1.0,1.0,151.4,1.6,intra
4,0.646,0.907,1.0,0.85,174.4,0.8,intra
5,2.548,1.801,0.5969,0.859,181.5,5.5,intra
6,0.684,0.934,0.6671,1.0,219.5,0.5,intra
7,0.57,0.852,1.0,1.0,315.7,1.3,intra
8,5.97,2.757,0.2533,0.5947,329.8,8.9,inter
9,1.597,1.426,0.6127,0.7925,395.2,3.7,intra
10,1.597,1.426,0.5312,0.6774,433.5,3.4,intra
12,0.989,1.122,0.7973,0.6842,490.0,1.0,intra
13,1.217,1.245,0.7532,0.6531,514.2,2.3,intra
14,2.814,1.893,0.8502,0.925,602.2,3.8,intra
15,2.89,1.918,0.5988,0.8941,626.5,3.2,intra
16,1.939,1.571,0.5908,0.7183,651.7,2.8,intra
17,2.51,1.788,0.7473,0.9041,673.5,3.4,intra
18,2.396,1.746,0.428,0.6848,29.5,6.3,intra
20,0.608,0.88,1.0,0.9412,53.9,3.8,intra
21,1.407,1.338,1.0,0.9024,381.3,4.4,intra
23,1.597,1.426,0.6395,0.8235,234.9,4.8,intra
24,1.027,1.143,0.9535,0.8438,260.4,4.3,intra
25,5.133,2.557,0.3739,0.6923,282.5,8.7,inter
26,5.057,2.538,0.8432,0.911,531.4,9.0,intra
27,1.369,1.32,0.9433,0.766,554.5,6.6,intra
30,2.053,1.617,0.5316,0.7606,90.7,5.9,intra
31,1.217,1.245,1.0,0.9143,213.0,5.9,intra
32,1.065,1.164,0.9106,0.8485,298.2,4.8,intra
33,1.521,1.392,0.5835,0.7018,543.9,8.5,intra
34,0.646,0.907,1.0,0.9444,242.0,5.9,intra
35,1.635,1.443,0.8163,0.8269,364.5,7.4,intra
36,1.293,1.283,1.0,0.9189,406.8,7.0,intra
37,0.608,0.88,1.0,0.9412,559.7,6.2,intra
38,0.989,1.122,0.6138,0.6667,573.3,9.0,intra
40,1.179,1.225,0.5981,0.7209,592.3,8.9,intra
41,0.837,1.032,0.8466,0.7586,4.5,7.5,intra
42,0.989,1.122,0.9351,0.8387,254.1,7.5,intra
43,0.761,0.984,1.0,0.9091,416.5,7.0,intra
44,0.608,0.88,1.0,1.0,192.5,8.0,intra
45,0.532,0.823,0.8886,0.7778,304.1,7.5,intra
46,2.358,1.733,0.5288,0.775,470.6,8.4,intra
48,0.684,0.934,1.0,0.9,19.1,10.6,intra
50,4.449,2.38,0.2798,0.5571,641.2,17.1,intra
51,0.608,0.88,1.0,0.9412,371.7,10.5,intra
53,1.407,1.338,0.7755,0.8043,45.1,12.2,intra
54,0.722,0.959,1.0,1.0,231.0,12.0,intra
55,1.255,1.264,0.7178,0.75,353.5,11.5,intra
56,0.875,1.055,0.9642,0.92,412.3,12.3,intra
57,0.646,0.907,1.0,1.0,585.7,10.3,intra
58,2.776,1.88,0.4606,0.7157,165.8,17.9,intra
61,2.129,1.647,0.5045,0.7,432.1,15.1,intra
62,0.951,1.1,0.8101,0.7576,440.1,13.9,intra
65,0.57,0.852,1.0,0.8333,399.7,14.1,intra
66,0.875,1.055,0.8651,0.8846,633.3,15.0,intra
67,1.559,1.409,0.9974,0.9318,88.6,15.8,intra
69,8.822,3.351,0.1637,0.4377,348.5,31.2,inter
71,0.532,0.823,1.0,1.0,518.6,15.2,intra
72,0.989,1.122,0.748,0.8125,598.2,16.7,intra
75,2.32,1.719,0.4073,0.6354,191.3,17.8,intra
76,0.722,0.959,0.9445,0.8261,310.1,15.9,intra
77,1.027,1.143,0.7924,0.7941,670.1,16.9,intra
78,0.722,0.959,1.0,1.0,16.8,16.5,intra
79,0.608,0.88,1.0,1.0,131.5,17.5,intra
80,0.951,1.1,0.5138,0.6579,237.6,20.9,intra
81,0.608,0.88,0.8654,0.6957,321.5,18.2,intra
82,0.761,0.984,1.0,0.8333,384.5,18.2,intra
83,6.426,2.86,0.3984,0.7191,502.3,21.8,inter
84,0.722,0.959,1.0,0.7917,81.3,18.8,intra
85,0.57,0.852,1.0,1.0,176.3,18.1,intra
87,0.684,0.934,1.0,0.9,358.5,18.7,intra
88,0.646,0.907,1.0,0.8947,376.1,18.2,intra
89,0.608,0.88,1.0,0.8889,525.4,17.8,intra
90,0.913,1.078,1.0,0.96,609.0,18.1,intra
91,0.608,0.88,1.0,0.9412,653.5,17.8,intra
94,3.574,2.133,0.3812,0.6184,275.1,24.6,intra
95,0.646,0.907,1.0,0.9444,514.9,18.9,intra
96,0.532,0.823,1.0,0.875,23.2,19.6,intra
97,1.103,1.185,0.6492,0.6744,147.3,21.3,intra
98,1.711,1.476,0.7355,0.8182,43.5,21.6,intra
99,2.243,1.69,0.4035,0.5619,99.3,26.9,intra
100,2.32,1.719,0.5485,0.7722,232.7,25.6,intra
101,0.646,0.907,1.0,1.0,488.1,20.6,intra
103,2.358,1.733,1.0,0.9688,549.9,23.0,intra
104,1.749,1.492,0.6773,0.8214,673.5,23.8,intra
105,3.955,2.244,0.7359,0.8966,258.7,27.3,intra
106,2.015,1.602,0.9088,0.8983,577.8,23.2,intra
107,0.57,0.852,1.0,0.8333,642.8,22.5,intra
108,0.646,0.907,1.0,0.9444,649.3,23.2,intra
110,1.559,1.409,0.6906,0.82,62.8,26.2,intra
111,4.183,2.308,0.3429,0.6962,75.8,29.5,intra
112,0.761,0.984,0.8094,0.625,293.0,25.6,intra
113,3.612,2.145,0.3906,0.6419,331.1,30.3,intra
114,10.191,3.602,0.1743,0.5503,385.3,31.5,inter
115,0.761,0.984,1.0,0.8333,443.5,23.5,intra
117,1.559,1.409,0.7559,0.8039,133.5,25.5,intra
118,1.217,1.245,1.0,0.9143,469.6,26.5,intra
119,4.221,2.318,0.1965,0.4036,660.8,34.4,intra
121,1.217,1.245,0.7398,0.8205,93.1,28.5,intra
122,2.015,1.602,0.3757,0.5048,177.6,32.2,intra
123,1.293,1.283,0.6455,0.7234,599.1,28.1,intra
124,2.243,1.69,0.8628,0.7662,199.7,28.7,intra
125,0.532,0.823,1.0,0.8235,266.9,26.9,intra
126,0.532,0.823,1.0,1.0,434.9,26.1,intra
127,0.646,0.907,0.7512,0.7391,451.5,27.9,intra
129,1.179,1.225,0.8123,0.8611,620.7,27.7,intra
130,0.837,1.032,1.0,0.9565,246.3,27.1,intra
131,1.103,1.185,0.9806,0.8788,300.1,28.7,intra
132,0.532,0.823,1.0,0.9333,481.6,28.1,intra
133,3.08,1.98,0.3618,0.6807,540.4,33.6,intra
136,0.951,1.1,1.0,0.9259,430.3,29.8,intra
137,1.749,1.492,0.7728,0.7541,124.2,34.3,intra
138,0.951,1.1,0.9194,0.8333,373.7,30.9,intra
140,1.939,1.571,0.6436,0.7969,644.6,33.0,intra
143,1.369,1.32,0.9736,0.9,249.0,34.7,intra
145,1.217,1.245,0.6669,0.7273,583.4,32.6,intra
147,0.532,0.823,1.0,1.0,239.5,32.3,intra
148,0.875,1.055,1.0,0.92,294.6,34.2,intra
149,3.764,2.189,0.6315,0.7984,513.4,35.8,intra
150,2.586,1.814,0.5821,0.7234,562.3,36.3,intra
151,5.476,2.64,0.2832,0.618,610.9,39.3,inter
152,4.791,2.47,0.2493,0.5294,635.8,42.1,intra
153,1.179,1.225,0.618,0.7209,49.6,37.6,intra
154,0.722,0.959,1.0,0.9048,532.1,35.0,intra
155,0.532,0.823,1.0,0.7778,623.6,35.4,intra
156,1.065,1.164,1.0,1.0,35.2,36.7,intra
158,0.837,1.032,1.0,1.0,66.6,36.5,intra
159,0.761,0.984,1.0,0.8696,195.2,38.0,intra
161,2.053,1.617,0.5638,0.7105,459.7,38.8,intra
162,3.308,2.052,0.3673,0.6397,484.3,41.7,intra
163,0.57,0.852,1.0,0.8333,501.5,36.9,intra
165,3.955,2.244,0.5002,0.7273,135.4,44.2,intra
167,0.684,0.934,1.0,0.8571,228.4,38.3,intra
168,0.989,1.122,0.9147,0.8125,312.4,38.3,intra
169,0.57,0.852,1.0,0.8824,336.6,38.1,intra
170,0.532,0.823,1.0,0.9333,439.6,38.8,intra
171,1.027,1.143,0.6858,0.7714,524.7,37.2,intra
172,0.951,1.1,0.8274,0.8929,159.8,40.2,intra
173,3.27,2.041,0.7335,0.8269,213.9,42.4,intra
174,3.194,2.017,0.3336,0.6043,261.7,46.0,intra
175,0.532,0.823,1.0,0.875,288.1,39.9,intra
176,1.369,1.32,0.9582,0.9231,494.2,40.1,intra
177,0.837,1.032,1.0,0.88,572.7,39.7,intra
178,0.913,1.078,1.0,0.96,26.9,40.1,intra
179,1.103,1.185,0.5167,0.6444,413.4,41.4,intra
180,0.837,1.032,1.0,1.0,145.7,40.5,intra
181,0.799,1.008,0.884,0.875,591.4,41.3,intra
182,4.297,2.339,0.2938,0.5795,12.1,46.3,intra
183,0.532,0.823,1.0,0.9333,169.9,41.1,intra
185,2.243,1.69,0.6063,0.7973,647.4,44.2,intra
188,0.57,0.852,1.0,0.9375,559.4,43.1,intra
189,3.726,2.178,0.2449,0.4336,581.8,50.2,intra
191,1.749,1.492,0.7317,0.7931,55.5,45.8,intra
192,2.966,1.943,0.6135,0.8211,375.0,45.4,intra
194,17.568,4.729,0.4113,0.7857,441.8,52.3,inter
195,1.787,1.508,0.5656,0.7581,553.7,46.4,intra
196,0.761,0.984,1.0,0.8333,47.4,44.9,intra
197,0.608,0.88,1.0,0.8889,85.8,44.2,intra
198,0.684,0.934,0.8988,0.8182,123.7,46.2,intra
200,1.483,1.374,0.7648,0.7959,331.9,46.9,intra
201,1.027,1.143,1.0,1.0,361.0,46.0,intra
202,4.183,2.308,0.2848,0.5238,517.8,51.1,intra
203,1.711,1.476,0.428,0.6338,541.3,47.2,intra
205,0.684,0.934,1.0,0.9,70.1,46.7,intra
207,0.646,0.907,1.0,0.9444,309.8,46.3,intra
208,18.86,4.9,0.2824,0.7381,497.3,65.0,inter
209,0.608,0.88,1.0,0.8889,630.3,48.4,intra
210,7.225,3.033,0.2672,0.625,668.8,53.1,inter
211,2.624,1.828,0.5316,0.7841,231.4,50.4,intra
212,0.608,0.88,1.0,0.9412,496.1,47.7,intra
213,4.715,2.45,0.2777,0.6776,187.3,54.8,intra
214,0.722,0.959,1.0,1.0,254.1,48.6,intra
215,0.913,1.078,0.9674,0.96,346.1,48.2,intra
216,1.255,1.264,0.6005,0.7857,651.8,50.7,intra
217,4.449,2.38,0.4896,0.6842,24.5,56.0,intra
218,0.57,0.852,1.0,1.0,388.7,50.1,intra
219,0.684,0.934,1.0,1.0,91.3,51.0,intra
220,3.384,2.076,0.4293,0.7236,155.0,55.6,intra
221,0.57,0.852,1.0,1.0,403.1,50.3,intra
222,6.16,2.801,0.3417,0.6694,533.3,59.4,inter
223,0.532,0.823,1.0,0.875,613.3,50.9,intra
224,0.761,0.984,0.7696,0.7692,618.4,51.6,intra
226,0.989,1.122,1.0,0.8966,223.3,53.3,intra
228,1.255,1.264,0.9494,0.8684,99.3,54.7,intra
229,0.646,0.907,1.0,0.85,409.6,53.1,intra
230,3.27,2.041,0.4806,0.7167,476.2,58.9,intra
231,1.027,1.143,0.8936,0.8182,112.1,54.3,intra
233,0.875,1.055,1.0,1.0,338.2,54.0,intra
234,1.065,1.164,1.0,0.8235,397.2,54.6,intra
236,1.065,1.164,0.8189,0.875,59.5,56.6,intra
237,3.841,2.211,0.3148,0.5941,324.3,57.4,intra
238,0.951,1.1,1.0,1.0,362.9,55.8,intra
239,1.407,1.338,0.814,0.881,78.1,56.5,intra
240,6.122,2.792,0.2435,0.516,281.0,65.6,inter
241,3.65,2.156,0.4526,0.7273,554.2,62.4,intra
242,5.285,2.594,0.2655,0.6376,640.9,66.7,inter
244,4.145,2.297,0.4533,0.7124,251.5,63.1,intra
245,0.875,1.055,1.0,0.92,631.4,57.6,intra
246,0.913,1.078,0.9674,0.9231,119.7,60.0,intra
247,1.065,1.164,0.8218,0.7,203.3,59.5,intra
248,1.293,1.283,0.7331,0.8293,412.6,59.9,intra
249,1.103,1.185,0.818,0.8286,569.8,58.3,intra
250,0.989,1.122,0.6562,0.7222,68.0,60.9,intra
251,0.57,0.852,1.0,0.8824,239.9,58.2,intra
252,1.673,1.46,0.9223,0.8,405.3,61.7,intra
254,0.837,1.032,1.0,0.9565,46.1,60.3,intra
255,0.57,0.852,1.0,0.7895,84.7,61.1,intra
256,0.875,1.055,0.8122,0.8214,229.4,60.5,intra
257,1.825,1.524,0.5573,0.6316,589.1,63.0,intra
258,4.145,2.297,0.7359,0.8516,608.0,65.4,intra
259,1.255,1.264,1.0,0.9706,299.2,61.0,intra
260,0.684,0.934,1.0,0.8571,389.9,61.2,intra
261,0.684,0.934,1.0,1.0,289.9,61.9,intra
262,1.331,1.302,0.9714,0.8537,371.9,64.7,intra
263,1.749,1.492,0.4572,0.6571,463.1,63.1,intra
264,3.879,2.222,0.5285,0.75,656.3,65.3,intra
265,7.833,3.158,0.3123,0.5553,164.6,71.0,inter
266,1.065,1.164,0.6379,0.7368,243.5,64.5,intra
267,0.761,0.984,0.9058,0.8333,382.0,63.2,intra
268,0.837,1.032,0.9079,0.8462,13.5,63.6,intra
269,0.532,0.823,1.0,0.875,74.9,63.6,intra
270,0.837,1.032,1.0,0.9565,338.8,64.0,intra
271,8.137,3.219,0.7217,0.8664,361.2,71.6,intra
272,1.141,1.205,1.0,0.9091,40.7,65.5,intra
273,3.118,1.992,0.307,0.5775,216.4,70.7,intra
274,2.472,1.774,0.7007,0.8125,268.7,65.8,intra
275,0.684,0.934,1.0,0.9474,513.3,65.1,intra
276,2.662,1.841,0.3889,0.6364,581.1,70.9,intra
277,1.065,1.164,0.8385,0.9032,60.9,65.5,intra
278,1.825,1.524,0.8826,0.8889,96.0,68.4,intra
279,4.905,2.499,0.2938,0.6202,133.6,74.8,intra
280,0.951,1.1,1.0,0.9259,524.9,66.8,intra
281,0.608,0.88,1.0,0.8889,596.3,65.9,intra
282,5.552,2.659,0.2941,0.646,201.3,75.6,inter
283,0.761,0.984,1.0,1.0,308.8,67.0,intra
284,1.065,1.164,0.636,0.7368,617.9,68.5,intra
285,8.137,3.219,0.563,0.7726,628.4,75.2,intra
286,0.646,0.907,1.0,0.8947,674.9,66.1,intra
287,0.837,1.032,1.0,0.9167,256.8,69.8,intra
288,0.761,0.984,1.0,0.9524,600.5,69.2,intra
289,1.293,1.283,0.6597,0.7234,9.0,71.2,intra
290,2.548,1.801,0.7477,0.8701,77.0,71.1,intra
291,3.232,2.029,0.2656,0.509,408.3,79.0,intra
292,0.989,1.122,1.0,0.9286,427.3,69.9,intra
294,1.483,1.374,0.6374,0.7959,570.4,71.4,intra
295,0.532,0.823,1.0,1.0,647.5,69.7,intra
296,0.837,1.032,1.0,1.0,667.2,69.8,intra
297,2.852,1.906,0.4374,0.6757,17.8,75.9,intra
298,1.179,1.225,1.0,0.9394,478.1,71.1,intra
302,2.053,1.617,0.5305,0.7297,338.4,75.2,intra
303,1.863,1.54,0.8009,0.8596,466.0,74.2,intra
304,1.749,1.492,0.9453,0.902,532.5,73.9,intra
305,3.194,2.017,0.3786,0.5714,45.3,79.1,intra
306,0.532,0.823,1.0,1.0,66.5,73.0,intra
308,3.422,2.087,0.6125,0.8036,395.6,78.5,intra
309,1.483,1.374,1.0,0.975,435.4,73.3,intra
311,0.761,0.984,1.0,0.9524,411.6,74.8,intra
312,0.989,1.122,0.811,0.7879,514.7,74.7,intra
313,5.476,2.64,0.4939,0.7094,539.8,83.5,inter
315,2.396,1.746,0.463,0.759,591.9,78.4,intra
317,5.666,2.686,0.4974,0.7602,112.0,79.8,inter
318,1.369,1.32,0.9257,0.878,265.1,75.4,intra
319,1.901,1.556,0.7486,0.8772,59.9,77.7,intra
320,1.863,1.54,0.5095,0.7424,247.8,80.5,intra
321,0.799,1.008,1.0,0.8077,524.2,77.0,intra
322,8.251,3.241,0.272,0.6345,658.0,86.4,inter
323,1.825,1.524,1.0,0.8889,27.0,80.3,intra
324,0.646,0.907,0.8097,0.7727,228.6,77.6,intra
326,1.103,1.185,0.6847,0.7436,460.1,80.0,intra
327,0.989,1.122,1.0,0.8667,602.0,78.5,intra
330,0.722,0.959,1.0,0.95,477.4,79.7,intra
331,0.761,0.984,1.0,0.9524,220.1,80.0,intra
333,0.799,1.008,1.0,0.8077,565.3,80.9,intra
334,1.065,1.164,0.8886,0.8235,574.5,80.1,intra
335,0.875,1.055,1.0,0.8214,380.8,81.7,intra
336,3.384,2.076,0.583,0.7607,280.7,88.4,intra
337,1.331,1.302,0.7094,0.8333,423.1,82.9,intra
339,0.722,0.959,1.0,1.0,187.9,82.6,intra
340,1.179,1.225,1.0,0.9394,291.5,82.9,intra
341,1.331,1.302,1.0,0.9722,317.8,84.7,intra
342,0.722,0.959,1.0,0.9048,512.8,83.4,intra
344,1.939,1.571,0.5189,0.7612,19.6,87.1,intra
345,1.179,1.225,0.8575,0.8611,92.2,85.5,intra
346,0.57,0.852,1.0,0.8824,269.6,84.1,intra
347,1.331,1.302,0.9171,0.875,345.3,84.6,intra
348,1.597,1.426,0.5231,0.7778,463.2,88.0,intra
349,0.875,1.055,0.9642,0.92,505.5,84.1,intra
350,0.646,0.907,1.0,0.9444,551.6,84.1,intra
351,1.255,1.264,1.0,0.8919,67.5,85.9,intra
352,2.053,1.617,0.5965,0.7714,128.4,86.0,intra
353,1.749,1.492,0.7299,0.8214,151.8,88.0,intra
354,1.901,1.556,0.6161,0.7353,182.5,88.7,intra
355,0.799,1.008,1.0,0.913,233.7,84.5,intra
357,2.167,1.661,0.3917,0.6264,611.2,88.2,intra
359,6.502,2.877,0.2531,0.5719,300.0,96.2,inter
360,1.407,1.338,0.9398,0.9487,385.3,88.6,intra
361,2.624,1.828,0.5427,0.7931,472.1,88.6,intra
362,0.684,0.934,1.0,0.9,570.6,87.1,intra
363,0.799,1.008,0.8667,0.75,641.9,86.9,intra
364,0.875,1.055,1.0,0.8519,207.7,88.3,intra
366,1.179,1.225,0.5222,0.7209,599.6,87.4,intra
367,0.913,1.078,1.0,0.8889,74.8,87.8,intra
368,0.532,0.823,1.0,0.875,142.2,87.9,intra
369,0.532,0.823,1.0,0.875,243.4,88.1,intra
370,0.646,0.907,1.0,1.0,376.7,87.3,intra
371,2.776,1.88,0.9564,0.9241,433.3,91.2,intra
374,9.278,3.437,0.1747,0.4648,33.0,98.4,inter
375,0.57,0.852,1.0,1.0,82.7,87.9,intra
376,0.646,0.907,1.0,0.9444,99.8,89.6,intra
377,2.167,1.661,0.537,0.6333,198.4,93.6,intra
379,0.684,0.934,0.9736,0.7826,529.9,89.9,intra
380,1.445,1.356,0.6987,0.7917,667.3,92.9,intra
381,1.103,1.185,0.7895,0.725,250.2,93.0,intra
382,3.156,2.005,0.395,0.6484,265.5,95.6,intra
383,1.369,1.32,0.8153,0.878,368.4,92.9,intra
384,1.863,1.54,0.7479,0.7903,413.2,92.9,intra
385,0.684,0.934,1.0,0.9,423.9,92.7,intra
386,0.646,0.907,1.0,0.8947,63.8,92.8,intra
387,1.673,1.46,0.6185,0.8302,106.6,97.4,intra
388,0.913,1.078,0.9674,0.8889,229.9,94.5,intra
389,0.875,1.055,0.7426,0.7931,320.9,94.1,intra
390,7.795,3.15,0.6813,0.865,348.7,101.6,intra
392,1.217,1.245,0.8852,0.8889,398.4,95.9,intra
393,1.369,1.32,0.6853,0.7347,452.6,95.2,intra
394,17.377,4.704,0.1616,0.5814,641.8,109.9,inter
395,0.608,0.88,1.0,0.8889,56.5,96.0,intra
396,1.483,1.374,0.5717,0.7091,76.2,97.7,intra
397,1.369,1.32,1.0,0.973,358.4,97.0,intra
398,3.118,1.992,0.3955,0.6833,563.3,101.0,intra
399,0.646,0.907,1.0,0.85,582.8,95.1,intra
400,0.875,1.055,0.8524,0.7667,440.7,97.7,intra
401,24.906,5.631,0.0743,0.3951,567.6,116.9,inter
403,2.966,1.943,0.4673,0.6964,289.8,103.8,intra
404,0.608,0.88,1.0,1.0,485.5,98.0,intra
405,1.065,1.164,0.9674,0.9333,495.7,97.9,intra
406,1.179,1.225,0.8774,0.8378,536.3,99.5,intra
407,1.635,1.443,0.8273,0.86,544.4,100.6,intra
408,2.243,1.69,0.4417,0.6344,8.0,103.8,intra
409,1.027,1.143,0.9929,0.9,115.0,100.3,intra
410,0.608,0.88,1.0,0.9412,138.8,100.8,intra
412,1.141,1.205,0.5883,0.6977,314.3,102.0,intra
413,2.548,1.801,1.0,0.9437,427.9,102.2,intra
414,0.608,0.88,1.0,0.9412,675.3,100.1,intra
415,0.684,0.934,1.0,0.9,90.9,101.2,intra
416,0.608,0.88,1.0,0.7619,126.9,101.0,intra
417,0.684,0.934,1.0,0.9474,192.2,101.2,intra
418,1.673,1.46,0.8091,0.88,250.9,101.3,intra
419,0.684,0.934,0.9269,0.8182,403.1,102.0,intra
421,0.875,1.055,1.0,0.92,603.7,100.9,intra
423,1.331,1.302,0.6539,0.7778,102.1,105.1,intra
426,0.608,0.88,1.0,0.9412,555.4,101.8,intra
427,0.761,0.984,0.8875,0.8,162.2,103.8,intra
428,0.799,1.008,1.0,0.9545,234.7,103.2,intra
429,3.308,2.052,0.3916,0.6692,278.0,107.9,intra
430,2.472,1.774,0.5544,0.7647,338.6,107.4,intra
431,1.901,1.556,0.7192,0.8197,506.5,104.3,intra
433,2.586,1.814,0.631,0.8193,327.1,109.5,intra
434,0.875,1.055,0.9918,0.8519,57.2,104.8,intra
436,3.004,1.956,0.6653,0.79,266.2,110.0,intra
437,1.027,1.143,0.9929,0.9,76.8,106.9,intra
438,6.921,2.968,0.5147,0.7398,218.6,112.4,intra
439,0.761,0.984,0.9288,0.8696,477.8,105.4,intra
440,0.761,0.984,1.0,1.0,123.8,107.0,intra
441,1.787,1.508,0.8268,0.8545,619.2,108.4,intra
442,1.141,1.205,0.8326,0.7317,17.9,108.9,intra
443,1.901,1.556,0.7012,0.7353,244.9,112.9,intra
444,0.989,1.122,0.7506,0.7879,399.9,107.9,intra
445,1.217,1.245,1.0,0.9143,450.2,109.2,intra
447,0.722,0.959,1.0,1.0,527.3,108.2,intra
448,0.799,1.008,0.9959,0.8077,168.0,109.6,intra
449,0.646,0.907,0.895,0.7083,364.4,110.6,intra
450,1.521,1.392,0.8108,0.8333,511.5,109.6,intra
451,0.875,1.055,1.0,0.8519,668.1,109.9,intra
452,0.913,1.078,0.7237,0.8,67.5,111.2,intra
453,0.684,0.934,1.0,0.9474,495.4,109.2,intra
455,1.331,1.302,0.7546,0.7955,533.1,112.4,intra
456,0.57,0.852,1.0,0.7895,159.5,112.0,intra
458,0.532,0.823,1.0,0.875,471.4,112.6,intra
460,1.217,1.245,0.704,0.8421,233.7,115.4,intra
461,0.532,0.823,1.0,0.9333,250.8,112.8,intra
462,0.761,0.984,0.7383,0.6452,437.1,115.0,intra
463,0.57,0.852,1.0,1.0,661.9,113.3,intra
464,0.57,0.852,1.0,0.7895,106.7,113.3,intra
466,0.989,1.122,0.8251,0.8387,290.2,114.0,intra
467,2.586,1.814,0.8581,0.8831,397.0,116.0,intra
468,3.156,2.005,0.4679,0.7411,425.5,118.8,intra
469,0.761,0.984,0.8837,0.8,83.0,116.6,intra
470,0.761,0.984,1.0,0.9091,136.4,114.3,intra
471,2.358,1.733,0.472,0.6263,300.3,119.7,intra
472,0.532,0.823,1.0,0.9333,444.1,115.4,intra
473,1.597,1.426,0.683,0.7925,596.9,118.6,intra
474,1.255,1.264,0.9013,0.8919,673.7,115.1,intra
475,4.373,2.36,0.6942,0.8394,315.4,120.7,intra
476,1.407,1.338,0.6063,0.7115,101.2,119.3,intra
477,0.684,0.934,1.0,1.0,347.5,117.0,intra
478,1.255,1.264,0.8329,0.8462,462.4,117.6,intra
479,0.57,0.852,1.0,0.8333,524.1,116.4,intra
480,1.901,1.556,1.0,0.9804,614.6,119.6,intra
481,2.434,1.76,0.416,0.6598,12.1,120.3,intra
482,0.608,0.88,1.0,1.0,88.6,117.8,intra
484,1.217,1.245,0.9616,0.9412,480.8,120.6,intra
485,0.57,0.852,1.0,0.8824,63.4,117.7,intra
486,1.369,1.32,1.0,0.9231,129.5,120.0,intra
488,0.608,0.88,1.0,0.9412,387.1,118.9,intra
489,1.673,1.46,0.7411,0.8302,149.0,120.1,intra
490,1.407,1.338,0.9196,0.8605,190.4,120.4,intra
491,1.293,1.283,0.7885,0.7907,285.3,121.6,intra
492,0.57,0.852,1.0,0.9375,454.7,120.1,intra
494,0.913,1.078,1.0,0.8889,26.0,122.2,intra
495,6.54,2.886,0.5996,0.7963,39.6,128.9,intra
496,1.179,1.225,0.5716,0.6739,215.5,123.1,intra
497,1.179,1.225,0.6408,0.775,662.5,122.1,intra
498,0.837,1.032,0.9487,0.88,165.3,123.2,intra
499,1.065,1.164,1.0,0.875,256.4,124.2,intra
500,0.57,0.852,1.0,0.7895,342.4,123.1,intra
501,0.608,0.88,1.0,0.9412,400.1,122.8,intra
502,0.951,1.1,1.0,1.0,541.8,123.6,intra
503,1.787,1.508,0.5867,0.7015,439.7,127.0,intra
504,0.608,0.88,1.0,1.0,107.0,124.5,intra
506,1.179,1.225,1.0,0.9118,388.7,125.6,intra
507,1.065,1.164,0.9301,0.875,508.1,126.6,intra
508,3.574,2.133,0.4609,0.7344,518.6,129.4,intra
509,1.559,1.409,0.9974,0.9111,246.5,127.0,intra
510,7.567,3.104,0.494,0.721,369.8,132.3,inter
511,0.837,1.032,1.0,1.0,624.9,125.9,intra
512,0.57,0.852,1.0,0.9375,651.9,125.4,intra
513,0.761,0.984,1.0,0.9091,50.0,128.0,intra
514,0.913,1.078,1.0,0.96,175.8,127.4,intra
515,3.27,2.041,0.4682,0.789,214.2,131.7,intra
516,0.684,0.934,1.0,0.9474,265.2,126.6,intra
517,1.255,1.264,0.8028,0.9167,147.5,130.4,intra
518,1.293,1.283,0.9944,0.9189,187.8,129.3,intra
519,1.103,1.185,0.8714,0.8286,278.4,128.7,intra
520,1.027,1.143,1.0,0.9,289.3,129.1,intra
522,0.761,0.984,1.0,0.9091,428.3,129.2,intra
523,1.863,1.54,0.596,0.7424,548.0,131.9,intra
524,1.293,1.283,0.7909,0.7727,596.1,130.4,intra
526,0.684,0.934,1.0,0.9,325.1,129.6,intra
527,0.837,1.032,1.0,0.9565,334.2,129.7,intra
528,0.837,1.032,1.0,0.9167,383.7,130.9,intra
529,0.684,0.934,0.9269,0.8182,410.7,129.6,intra
530,11.712,3.862,0.1259,0.4151,605.7,147.0,inter
532,0.761,0.984,0.9987,0.8333,123.8,131.4,intra
533,5.59,2.668,0.2073,0.5589,318.0,141.3,inter
534,1.141,1.205,0.8167,0.8108,348.8,131.1,intra
536,5.095,2.547,0.2714,0.6634,664.5,137.6,inter
537,0.532,0.823,1.0,1.0,5.5,131.5,intra
538,0.646,0.907,1.0,0.9444,93.1,132.2,intra
539,0.684,0.934,1.0,0.9474,300.1,131.4,intra
544,2.358,1.733,0.8123,0.8611,65.5,135.6,intra
545,1.293,1.283,0.911,0.8718,163.1,133.2,intra
546,0.57,0.852,1.0,0.8333,309.1,132.7,intra
547,14.107,4.238,0.4361,0.7176,393.3,142.0,inter
548,1.901,1.556,0.7192,0.7042,341.3,138.1,intra
549,5.247,2.585,0.4048,0.7797,181.3,139.9,inter
551,1.103,1.185,0.8714,0.8788,435.4,134.3,intra
553,2.586,1.814,0.4726,0.7312,643.2,139.4,intra
555,1.559,1.409,0.7049,0.6833,112.4,137.4,intra
556,0.532,0.823,1.0,1.0,141.9,135.1,intra
557,0.837,1.032,0.8275,0.8148,266.0,137.6,intra
558,8.518,3.293,0.2281,0.5864,458.7,143.5,inter
560,0.837,1.032,0.7573,0.7333,651.6,136.3,intra
