label,area_um2,ecd_um,circularity,solidity,centroid_x_px,centroid_y_px,type
1808,0.608,0.88,0.9961,0.8889,12.7,424.3,intra
1809,0.646,0.907,1.0,1.0,18.0,423.0,intra
1810,1.065,1.164,0.7898,0.7368,173.8,423.1,intra
1812,0.722,0.959,1.0,0.7917,500.1,422.4,intra
1813,1.141,1.205,1.0,0.9375,640.7,423.9,intra
1814,3.955,2.244,0.3047,0.5622,648.4,430.1,intra
1815,1.255,1.264,0.7157,0.8049,51.4,424.2,intra
1816,1.521,1.392,0.7866,0.8,83.2,426.3,intra
1817,1.445,1.356,0.5403,0.7037,129.1,425.8,intra
1819,8.746,3.337,0.4075,0.7278,253.7,429.7,inter
1820,3.726,2.178,0.3625,0.6712,426.2,431.4,intra
1821,0.761,0.984,1.0,0.8696,463.7,425.5,intra
1822,1.141,1.205,0.7298,0.75,562.4,425.4,intra
1824,2.129,1.647,0.4634,0.7089,371.4,432.9,intra
1825,0.722,0.959,1.0,0.9048,489.9,425.9,intra
1826,1.293,1.283,0.6473,0.7556,24.5,429.4,intra
1827,1.179,1.225,0.684,0.7045,166.8,429.6,intra
1829,0.989,1.122,0.811,0.8387,317.7,428.5,intra
1830,1.483,1.374,0.786,0.8478,412.1,429.9,intra
1831,2.167,1.661,0.7604,0.8261,619.2,429.3,intra
1832,1.749,1.492,0.9021,0.902,294.3,428.8,intra
1833,0.684,0.934,0.9736,0.8182,520.3,428.3,intra
1834,1.597,1.426,0.924,0.913,190.5,431.4,intra
1835,2.32,1.719,0.5111,0.7093,484.7,432.0,intra
1836,1.521,1.392,0.9731,0.8889,552.9,430.0,intra
1837,2.282,1.704,0.5664,0.7317,635.1,431.0,intra
1838,1.749,1.492,0.8618,0.8679,658.0,431.3,intra
1839,1.217,1.245,1.0,0.9412,38.2,430.4,intra
1840,1.217,1.245,0.6028,0.7111,49.2,431.2,intra
1841,2.434,1.76,0.7142,0.8533,96.5,431.6,intra
1842,2.243,1.69,0.71,0.7763,115.2,432.0,intra
1843,0.913,1.078,1.0,0.9231,437.3,430.6,intra
1844,0.989,1.122,1.0,0.963,665.2,430.2,intra
1845,1.141,1.205,0.7061,0.7317,673.1,433.1,intra
1846,0.951,1.1,0.7934,0.8065,503.5,432.3,intra
1847,0.57,0.852,1.0,0.6522,144.2,432.3,intra
1849,0.532,0.823,1.0,0.875,232.1,432.4,intra
1851,1.293,1.283,0.8909,0.8718,379.4,432.2,intra
1855,0.532,0.823,1.0,0.9333,345.6,431.9,intra
1856,0.951,1.1,0.8101,0.7812,465.9,433.8,intra
1857,2.586,1.814,0.3371,0.5667,72.5,437.7,intra
1858,0.57,0.852,1.0,0.9375,340.2,434.7,intra
1860,0.722,0.959,1.0,1.0,568.3,434.4,intra
1861,0.722,0.959,1.0,1.0,44.5,435.8,intra
1862,1.445,1.356,0.8944,0.9048,362.0,436.8,intra
1863,0.761,0.984,1.0,1.0,391.6,436.6,intra
1864,1.179,1.225,0.7211,0.7045,452.0,437.8,intra
1865,0.875,1.055,0.9681,0.8846,458.9,437.4,intra
1866,1.521,1.392,0.8268,0.8333,312.8,437.6,intra
1867,0.989,1.122,0.6583,0.7429,385.4,438.1,intra
1868,2.586,1.814,0.7543,0.9714,10.7,438.0,intra
1870,0.684,0.934,1.0,1.0,554.9,438.6,intra
1871,1.027,1.143,0.9329,0.9,655.0,438.6,intra
1872,0.684,0.934,1.0,0.9474,55.9,438.8,intra
1873,0.722,0.959,1.0,0.95,167.4,438.6,intra
1875,0.646,0.907,1.0,0.9444,274.5,439.0,intra
1876,0.608,0.88,1.0,1.0,301.2,438.8,intra
1877,0.722,0.959,0.905,0.8636,414.2,439.0,intra
1879,0.684,0.934,1.0,0.9474,148.6,439.3,intra
